,movie_title,imdb_score_scaled,budget_scaled,num_voted_users_scaled,movie_facebook_likes_scaled,cast_total_facebook_likes_scaled,num_critic_for_reviews_scaled,gross_scaled,content_rating
29,Jurassic World ,0.562351984,2.676584621,2.221793757,7.054253892,-0.12191943,4.057662654,8.323281062,PG-13
31,Spider-Man 2 ,0.829050017,3.84801782,2.17391627,-0.394865113,1.628358956,1.268331477,4.43606043,PG-13
32,Iron Man 3 ,0.740150672,3.84801782,3.167628809,4.322910257,0.978856854,3.765755903,4.932621613,PG-13
33,Alice in Wonderland ,0.117855264,3.84801782,1.461906719,0.796993928,3.460764634,2.492718127,3.889607915,PG
35,Monsters University ,0.829050017,3.84801782,0.977732891,1.790209795,0.1990234,1.884579062,2.973614997,G
36,Transformers: Revenge of the Fallen ,-0.326641457,3.84801782,1.576588583,-0.394865113,-0.384486242,1.803493854,4.836199601,PG-13
37,Transformers: Age of Extinction ,-0.593339489,4.08230446,1.027953319,2.386139316,-0.345902951,1.900796104,2.652093282,PG-13
38,Oz the Great and Powerful ,0.02895592,4.19944778,0.572872705,2.584782489,3.134259797,3.092748671,2.505345342,PG
39,The Amazing Spider-Man 2 ,0.295653952,3.84801782,1.563142139,1.641227415,0.888912688,2.849493045,2.058493234,PG-13
40,TRON: Legacy ,0.384553296,3.145157901,1.175748747,1.094958688,0.734529416,2.638671503,1.629027651,PG
41,Cars 2 ,-0.059943424,3.84801782,0.068760109,0.101742821,-0.321149515,1.30076556,1.899503631,G
42,Green Lantern ,-0.682238833,3.84801782,0.898738431,0.796993928,0.339025628,2.371090314,0.85578418,PG-13
43,Toy Story 3 ,1.718043457,3.84801782,3.082026577,1.094958688,0.410580095,2.508935169,5.016169506,G
44,Terminator Salvation ,0.206754608,3.84801782,1.324556054,-0.394865113,0.830636886,2.257571022,0.977459644,PG-13
45,Furious 7 ,0.740150672,3.61373118,1.271157375,4.273249463,3.420327341,2.273788064,4.110584687,PG-13
46,World War Z ,0.562351984,3.61373118,2.539652738,6.011377231,1.077369516,4.138747863,2.051489501,PG-13
47,X-Men: Days of Future Past ,1.451345425,3.84801782,2.873138116,3.677319943,4.035856104,3.206267963,2.491568684,PG-13
48,Star Trek Into Darkness ,1.273546737,3.61373118,2.068035715,4.173927877,0.527131699,3.619802527,2.41964164,PG-13
49,Jack the Giant Slayer ,-0.059943424,3.7308745,0.104332064,0.697672341,-0.457243306,1.57645527,0.138831151,PG-13
51,Prince of Persia: The Sands of Time ,0.206754608,3.84801782,0.89201521,0.747333135,0.263462507,1.316982602,0.495538579,PG-13
52,Pacific Rim ,0.562351984,3.61373118,1.970073621,3.726980736,0.414638857,3.498174714,0.649324495,PG-13
53,Transformers: Dark of the Moon ,-0.059943424,3.7308745,1.596778621,1.889531382,-0.415803849,2.306222147,4.142996887,PG-13
54,Indiana Jones and the Kingdom of the Crystal Skull ,-0.148842768,3.496587861,1.648846238,-0.146561146,0.203833785,2.646780024,3.650154422,PG-13
55,The Good Dinosaur ,0.384553296,,-0.191625513,0.598350755,-0.510859048,1.252114435,0.946093203,PG
56,Brave ,0.740150672,3.496587861,1.239402037,1.541905829,-0.294942942,2.792733399,2.538516542,PG
57,Star Trek Beyond ,1.006848705,3.496587861,-0.254300879,1.094958688,-0.479240792,1.446718936,1.049245434,PG-13
58,WALL·E ,1.806942802,3.379444541,4.263364539,0.399707581,-0.396662528,2.249462501,2.350634355,G
59,Rush Hour 3 ,-0.148842768,2.442297981,0.203944403,-0.394865113,-0.489362643,0.149355597,1.183265946,PG-13
60,2012 ,-0.504440145,3.84801782,1.306376191,0.250725201,-0.438302417,1.811602375,1.546213214,PG-13
61,A Christmas Carol ,0.384553296,3.84801782,-0.123897543,-0.394865113,1.903452811,0.781820225,1.152163176,PG
62,Jupiter Ascending ,-0.860037521,3.285729885,0.329641484,1.790209795,1.826085796,1.949447229,-0.10930086,PG-13
63,The Legend of Tarzan ,0.206754608,3.379444541,-0.330599259,1.045297895,0.515306171,0.846688392,0.959776878,PG-13
64,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",0.47345264,3.379444541,1.32734721,-0.394865113,-0.479741874,1.138595143,3.297386006,PG
65,X-Men: Apocalypse ,0.829050017,3.332587213,0.389308379,2.286817729,1.943839996,2.04674948,1.391071495,PG-13
66,The Dark Knight ,2.340338866,3.496587861,10.7647335,1.442584242,2.350618122,4.065771175,6.666032932,PG-13
67,Up ,1.718043457,3.262301221,3.901655212,0.945976308,-0.413699306,2.14405173,3.315089227,PG
68,Monsters vs. Aliens ,0.117855264,3.262301221,0.159591514,-0.394865113,-0.416505363,0.611541287,1.99544699,PG
69,Iron Man ,1.362446081,2.442297981,4.110570837,0.101742821,1.421111564,2.776516357,3.668099618,PG-13
70,Hugo ,1.006848705,3.145157901,1.04773589,1.690888209,1.259011634,4.365786447,0.259411024,PG
71,Wild Wild West ,-1.393433586,3.145157901,0.261784483,-0.394865113,0.249482328,-0.475000509,0.81607835,PG-13
72,The Mummy: Tomb of the Dragon Emperor ,-1.037836209,2.559441301,0.182504796,-0.394865113,-0.088196632,0.976424726,0.654771677,PG-13
73,Suicide Squad ,0.47345264,3.262301221,0.189737353,3.577998356,0.019836583,2.225136939,1.476151288,PG-13
74,Evan Almighty ,-0.860037521,3.262301221,0.163299472,-0.295543526,4.866749783,0.343960098,0.628469091,PG
75,Edge of Tomorrow ,1.362446081,3.332587213,2.312835687,3.429015976,0.088234236,3.579259923,0.627072184,PG-13
76,Waterworld ,-0.237742112,3.262301221,0.361858619,-0.394865113,-0.495425731,-0.426349384,0.460550406,PG-13
77,G.I. Joe: The Rise of Cobra ,-0.504440145,3.262301221,0.567229273,-0.394865113,0.791301973,0.862905433,1.323903058,PG-13
78,Inside Out ,1.718043457,3.262301221,1.725932389,5.465108504,-0.398215881,3.181942401,4.200100509,PG
80,Iron Man 2 ,0.562351984,3.84801782,2.929137799,0.499029168,1.89142685,2.508935169,3.581086653,PG-13
81,Snow White and the Huntsman ,-0.237742112,3.145157901,0.933787469,2.237156936,3.106199222,2.208919897,1.392838427,PG-13
82,Maleficent ,0.562351984,3.379444541,1.094757695,4.024945497,0.231744035,2.087292084,2.596032283,PG
83,Dawn of the Planet of the Apes ,1.095748049,3.145157901,1.538116814,1.839870589,0.173969315,3.060314588,2.137825366,PG-13
85,47 Ronin ,-0.059943424,3.262301221,0.176168669,1.343262655,0.504783455,0.603432766,-0.235873146,PG-13
86,Captain America: The Winter Soldier ,1.273546737,3.145157901,2.755135389,2.336478522,1.267580131,3.506283235,2.851736541,PG-13
87,Shrek Forever After ,0.02895592,3.028014581,0.323312148,-0.394865113,-0.313833722,0.668300933,2.553711384,PG
88,Tomorrowland ,0.117855264,3.61373118,0.252989966,1.442584242,-0.292888507,2.42784996,0.532657185,PG
89,Big Hero 6 ,1.362446081,3.028014581,1.277004541,1.641227415,-0.397263826,1.949447229,2.33224143,PG
90,Wreck-It Ralph ,1.273546737,3.028014581,1.232461499,1.591566622,-0.322702868,1.892687583,1.871085615,PG
91,The Polar Express ,0.206754608,3.028014581,0.202002139,0.101742821,0.269224947,0.36017714,-0.760563758,G
92,Independence Day: Resurgence ,-0.771138177,3.028014581,-0.223537047,2.932408043,-0.38373462,1.154812185,0.656715013,PG-13
93,How to Train Your Dragon ,1.629144113,3.028014581,2.678266554,1.243941068,0.479128072,1.171029226,2.261137565,PG
94,Terminator 3: Rise of the Machines ,0.02895592,3.84801782,1.455251409,-0.394865113,-0.457092981,1.106161059,1.326448468,R
95,Guardians of the Galaxy ,1.540244769,3.145157901,4.014252198,4.37257105,1.079674492,4.130639342,3.874905181,PG-13
96,Interstellar ,1.98474149,3.028014581,5.685359882,16.93675177,1.032071731,4.609042073,1.851269697,PG-13
97,Inception ,2.162540178,2.910871261,9.352388352,8.295773726,3.518789895,4.041445612,3.309362883,PG-13
99,The Hobbit: An Unexpected Journey ,1.362446081,3.379444541,3.709269205,7.848826585,-0.08714436,4.065771175,3.45481857,PG-13
100,The Fast and the Furious ,0.295653952,0.052574256,1.230349457,0.300385995,1.725518699,0.352068619,1.245052536,PG-13
101,The Curious Case of Benjamin Button ,1.273546737,2.676584621,2.501126641,0.747333135,0.1223579,1.77105977,1.007726479,PG-13
102,X-Men: First Class ,1.273546737,2.910871261,2.903100595,2.286817729,2.00893051,2.89003565,1.271446948,PG-13
103,The Hunger Games: Mockingjay - Part 2 ,0.206754608,2.910871261,0.509905319,1.492245035,3.532319101,1.989989834,3.157348334,PG-13
104,The Sorcerer's Apprentice ,-0.237742112,2.676584621,0.225003707,0.151403614,0.125113849,0.74127762,0.110554653,PG
105,Poseidon ,-0.682238833,2.910871261,-0.058899609,-0.394865113,4.087066654,0.708843537,0.075860866,PG-13
106,Alice Through the Looking Glass ,0.02895592,3.145157901,-0.473348875,1.094958688,3.503306471,0.603432766,0.301609073,PG
107,Shrek the Third ,-0.237742112,2.910871261,0.82117011,-0.394865113,-0.309975393,0.676409454,3.701680441,PG
108,Warcraft ,0.829050017,2.910871261,0.139598418,4.024945497,-0.269888857,1.065618455,-0.114826805,PG-13
109,Terminator Genisys ,0.206754608,2.793727941,0.661483408,3.677319943,1.402120568,2.679214107,0.481266703,PG-13
110,The Chronicles of Narnia: The Voyage of the Dawn Treader ,-0.059943424,2.793727941,0.104535798,0.151403614,-0.507451692,0.684517974,0.685549652,PG
111,Pearl Harbor ,-0.237742112,2.442297981,1.107348456,-0.394865113,-0.275100107,0.384502702,1.998343268,PG-13
112,Transformers ,0.651251328,2.676584621,2.866571091,0.002421234,-0.428831973,2.04674948,3.674537444,PG-13
116,Hancock ,0.02895592,2.676584621,1.715406133,-0.394865113,0.535800412,1.414284852,2.408348626,PG-13
117,I Am Legend ,0.740150672,2.676584621,2.986855639,0.151403614,0.1094801,1.454827457,2.804878669,PG-13
118,Charlie and the Chocolate Factory ,0.295653952,2.676584621,1.556738101,-0.394865113,2.352722666,1.073726976,2.108721841,PG
119,Ratatouille ,1.451345425,2.676584621,2.599876506,0.101742821,-0.307019011,1.414284852,2.108429909,G
120,Batman Begins ,1.718043457,2.676584621,6.043381624,0.350046788,2.438608069,2.711648191,2.093208381,PG-13
121,Madagascar: Escape 2 Africa ,0.295653952,2.676584621,0.373281305,-0.394865113,-0.381128995,0.189898202,1.739609857,PG
122,Night at the Museum: Battle of the Smithsonian ,-0.415540801,2.676584621,0.266341334,-0.295543526,2.162061078,0.335851577,1.701417314,PG
123,X-Men Origins: Wolverine ,0.295653952,2.676584621,1.83952088,-0.394865113,1.461298317,1.67375752,1.738216255,PG-13
125,Frozen ,1.095748049,2.676584621,2.24518242,2.485460902,-0.416355039,2.127834688,4.81751512,PG
126,The Matrix Reloaded ,0.740150672,2.676584621,2.246269001,-0.394865113,-0.518976571,1.065618455,3.154928171,R
127,Thor: The Dark World ,0.651251328,3.145157901,2.193651302,2.733764869,2.450884571,2.776516357,2.107377582,PG-13
129,Angels & Demons ,0.295653952,2.676584621,0.793109148,-0.394865113,0.303498935,1.252114435,1.089779978,PG-13
130,Thor ,0.562351984,2.676584621,3.023826567,2.733764869,2.463712263,3.019771983,1.754001153,PG-13
131,Bolt ,0.47345264,2.676584621,0.378354282,-0.394865113,0.456779828,0.660192412,0.820375091,PG
132,G-Force ,-1.126735553,2.676584621,-0.39396053,-0.394865113,-0.434644521,0.011510743,0.89520109,PG
133,Wrath of the Titans ,-0.504440145,2.676584621,0.419508548,0.548689961,0.265216293,1.349416685,0.396333127,PG-13
134,Dark Shadows ,-0.148842768,1.505151422,0.733347178,3.677319943,3.505461122,3.100857192,0.341555708,PG-13
136,The Wolfman ,-0.504440145,2.676584621,-0.010940628,-0.394865113,0.109229559,1.730517166,0.093735317,R
137,The Legend of Tarzan ,0.206754608,3.379444541,-0.330599259,1.045297895,0.515306171,0.846688392,0.959776878,PG-13
138,Bee Movie ,-0.148842768,2.676584621,0.100841422,-0.394865113,-0.216223007,0.408828265,0.995266138,PG
139,Kung Fu Panda 2 ,0.829050017,2.676584621,0.622509096,0.598350755,0.507288864,1.138595143,1.533917049,PG
140,The Last Airbender ,-1.92682965,2.676584621,0.189458917,0.499029168,-0.402575292,1.106161059,1.064528115,PG
141,Mission: Impossible III ,0.47345264,2.676584621,1.124896743,-0.394865113,1.198881829,1.349416685,1.08987009,PG-13
142,White House Down ,0.02895592,2.676584621,0.497008958,1.243941068,0.366434797,1.58456379,0.249423717,PG-13
143,Mars Needs Moms ,-0.860037521,2.676584621,-0.498897117,-0.394865113,-0.412847467,-0.093900029,-0.47175588,PG
145,Pan ,-0.504440145,2.676584621,-0.347006636,0.796993928,0.526229752,0.911556559,-0.282337066,PG
146,Mr. Peabody & Sherman ,0.47345264,2.559441301,-0.293057876,0.151403614,-0.254605865,0.425045307,0.784849928,PG
147,Troy ,0.740150672,3.262301221,1.973632175,-0.394865113,0.353406673,0.619649807,1.087723455,R
148,Madagascar 3: Europe's Most Wanted ,0.47345264,2.559441301,0.191238193,0.449368375,-0.423269966,0.54667312,2.246898371,PG
150,Ghostbusters ,-0.771138177,2.536012637,-0.144624081,2.684104076,-0.440657501,2.598128898,0.876788436,PG-13
151,Armageddon ,0.206754608,2.442297981,1.571074183,0.151403614,0.758531229,0.189898202,2.040639,PG-13
152,Men in Black II ,-0.237742112,2.442297981,1.216658533,-0.295543526,0.197019073,0.522347557,1.885113744,PG-13
153,Beowulf ,-0.059943424,2.676584621,0.34897584,-0.245882732,1.033825517,1.162920705,0.37571942,PG-13
154,Kung Fu Panda 3 ,0.740150672,2.559441301,-0.181533889,0.796993928,1.262920071,0.538564599,1.231265323,PG
155,Mission: Impossible - Ghost Protocol ,0.917949361,2.559441301,1.861116683,1.343262655,0.545020316,2.338656231,2.149274092,PG-13
156,Rise of the Guardians ,0.829050017,2.559441301,0.220711711,0.846654721,0.488748841,0.911556559,0.67184491,PG
157,Fun with Dick and Jane ,-0.237742112,1.505151422,0.134022898,-0.295543526,-0.445668318,-0.069574466,0.768496446,PG-13
158,The Last Samurai ,1.184647393,2.442297981,1.535563348,-0.394865113,0.052807759,0.376394182,0.779341621,R
160,Star Trek ,1.451345425,2.676584621,2.807223379,0.548689961,1.422715026,3.035989025,2.823253537,PG-13
161,Spider-Man ,0.829050017,2.418869317,3.080539319,-0.146561146,1.48284483,1.195354789,4.858921851,PG-13
162,How to Train Your Dragon 2 ,1.362446081,2.559441301,0.883356515,1.889531382,0.62569447,1.20346331,1.697978845,PG
163,Gods of Egypt ,-0.771138177,2.442297981,-0.265947673,0.796993928,0.444854083,0.327743056,-0.335650444,PG-13
164,Stealth ,-1.215634897,2.325154662,-0.309662196,-0.394865113,-0.410191734,0.011510743,-0.327795926,PG-13
165,Watchmen ,1.184647393,2.208011342,2.046989994,0.499029168,-0.418960663,2.492718127,0.729046632,R
166,Lethal Weapon 4 ,0.206754608,2.442297981,0.247495939,-0.394865113,-0.236516816,-0.020923341,1.039013948,R
167,Hulk ,-0.593339489,2.37201199,0.822086913,-0.394865113,-0.454838113,1.000750288,1.072311832,PG-13
168,G.I. Joe: Retaliation ,-0.504440145,2.208011342,0.375542752,1.690888209,1.055622571,1.681866041,0.93830918,PG-13
170,Final Fantasy: The Spirits Within ,0.02895592,2.37201199,-0.127632666,-0.394865113,0.206639842,0.181789681,-0.321836614,PG-13
171,Captain America: The First Avenger ,0.47345264,2.442297981,2.837097574,1.889531382,0.444453218,2.971120858,1.692955409,PG-13
173,Master and Commander: The Far Side of the World ,0.917949361,2.676584621,0.523962965,-0.394865113,-0.485353989,0.814254308,0.539747349,PG-13
174,The Twilight Saga: Breaking Dawn - Part 2 ,-0.771138177,1.973724702,0.640682168,2.833086456,2.419516857,1.446718936,3.305599354,PG-13
176,The Incredible Hulk ,0.384553296,2.676584621,1.597498481,-0.394865113,-0.254555757,1.706191603,1.105710145,PG-13
177,Miami Vice             ,1.006848705,-0.80257198,-0.504472638,-0.394865113,-0.461201851,-0.993945845,,TV-14
179,The Revenant ,1.540244769,2.325154662,2.138982681,9.040685626,2.315843052,3.344112818,1.790541959,R
180,Turbo ,0.117855264,2.325154662,-0.19442346,0.250725201,0.326949559,0.181789681,0.387751022,PG
181,Rango ,0.740150672,2.325154662,0.625836751,0.896315515,1.623498464,1.77105977,0.948001348,PG
182,Penguins of Madagascar ,0.295653952,2.25486867,-0.209323205,0.151403614,0.454575068,0.07637891,0.392268741,PG
183,The Bourne Ultimatum ,1.540244769,1.739438062,2.716616083,-0.394865113,0.324594475,1.503478582,2.397066403,PG-13
184,Kung Fu Panda ,1.095748049,2.208011342,1.466721633,-0.096900352,0.093345269,0.992641767,2.233350066,PG
185,Ant-Man ,0.917949361,2.208011342,1.513152609,2.634443283,-0.258614519,3.027880504,1.742519228,PG-13
186,The Hunger Games: Catching Fire ,1.095748049,2.208011342,2.766327176,3.677319943,1.927354408,2.906252691,5.150871204,PG-13
187,The Twilight Saga: Breaking Dawn - Part 2 ,-0.771138177,1.973724702,0.640682168,2.833086456,2.419516857,1.446718936,3.305599354,PG-13
188,Home ,0.295653952,2.325154662,-0.142152109,0.896315515,0.350350074,0.17368116,1.702810944,PG
189,War of the Worlds ,0.117855264,2.25486867,1.652228222,-0.394865113,0.093545702,2.087292084,2.496616923,PG-13
190,Bad Boys II ,0.206754608,2.208011342,0.591324213,-0.394865113,0.103366903,-0.402023822,1.159783261,R
191,Puss in Boots ,0.295653952,2.208011342,0.157785072,0.399707581,-0.292888507,0.83047135,1.310896135,PG
192,Salt ,0.02895592,1.739438062,1.049691736,0.747333135,0.075907626,1.511587103,0.879740235,PG-13
193,Noah ,-0.504440145,2.090868022,0.740022862,3.131051216,1.075515514,2.354873273,0.640610952,PG-13
194,The Adventures of Tintin ,0.917949361,2.325154662,0.586278401,1.790209795,-0.313683398,2.403524398,0.311611759,PG
197,After Earth ,-1.304534241,2.208011342,0.459535486,1.442584242,0.164198222,1.665648999,0.074000824,PG-13
198,Dinosaur ,0.117855264,2.149439682,-0.357315576,-0.394865113,-0.398165773,0.011510743,1.150740559,PG
200,Night at the Museum: Secret of the Tomb ,-0.148842768,2.13772535,-0.161832812,0.151403614,2.139412185,0.08448743,0.815915471,PG
201,Megamind ,0.829050017,2.208011342,0.554842246,0.250725201,1.765254478,0.725060579,1.298386591,PG
203,R.I.P.D. ,-0.682238833,2.208011342,0.003986283,0.598350755,1.035128329,0.522347557,-0.301472092,PG-13
205,Pirates of the Caribbean: The Curse of the Black Pearl ,1.540244769,2.442297981,4.878892463,0.101742821,1.868677741,1.033184372,3.488106192,PG-13
207,The Hunger Games: Mockingjay - Part 1 ,0.295653952,2.090868022,1.452996753,2.187496142,3.532319101,2.103509126,3.930302061,PG-13
208,The Da Vinci Code ,0.206754608,2.090868022,1.515780778,-0.394865113,0.256397255,1.219680351,2.263203053,PG-13
209,Rio 2 ,0.02895592,1.575437414,-0.221085448,-0.394865113,-0.494072811,0.125030035,1.064127792,G
211,Fast Five ,0.829050017,2.090868022,1.315707208,2.286817729,2.227502348,1.608889353,2.155410059,PG-13
212,Sherlock Holmes: A Game of Shadows ,1.006848705,2.090868022,1.681362183,1.541905829,0.576839004,1.933230188,1.83508541,PG-13
213,Clash of the Titans ,-0.504440145,2.090868022,0.941427494,0.350046788,0.356363055,1.625106395,1.505499744,PG-13
214,Total Recall ,1.006848705,0.685148183,1.013155441,-0.394865113,-0.473528461,0.425045307,0.895098876,R
215,The 13th Warrior ,0.206754608,1.153721463,0.070342443,-0.394865113,-0.454788005,-0.475000509,-0.313987451,R
216,The Bourne Legacy ,0.295653952,2.090868022,0.942405417,1.144619482,0.064332639,2.371090314,0.807994739,PG-13
217,Batman & Robin ,-2.371326371,2.090868022,0.670977412,-0.394865113,-0.410492383,0.319634535,0.72600277,PG-13
218,How the Grinch Stole Christmas ,-0.326641457,2.044010694,0.342008138,-0.394865113,-0.33798586,0.254766369,2.855697346,PG
219,The Day After Tomorrow ,0.02895592,2.090868022,1.644778349,0.548689961,0.484138889,0.773711704,1.833820108,PG-13
220,Mission: Impossible II ,-0.237742112,2.090868022,1.026377777,-0.394865113,0.052056137,0.757494662,2.233381939,PG-13
221,The Perfect Storm ,0.02895592,2.442297981,0.28538367,-0.394865113,-0.411244005,0.708843537,1.776355412,PG-13
222,Fantastic 4: Rise of the Silver Surfer ,-0.682238833,2.208011342,0.830025748,-0.394865113,0.221020887,0.960207684,1.069486173,PG
223,Life of Pi ,1.451345425,1.973724702,2.370315837,5.663751678,-0.439454905,3.311678735,0.972672148,PG
224,Ghost Rider ,-1.037836209,1.739438062,0.622122001,-0.394865113,0.156631888,1.073726976,0.844761139,PG-13
226,Charlie's Angels: Full Throttle ,-1.393433586,1.973724702,0.066335675,-0.394865113,-0.342996677,-0.337155655,0.633993056,PG-13
227,Prometheus ,0.562351984,2.208011342,2.480169204,4.422231844,0.661772352,5.119878887,0.993422674,R
228,Stuart Little 2 ,-0.860037521,1.973724702,-0.370673735,-0.372070808,-0.411344222,-0.588519801,0.132755668,PG
229,Elysium ,0.206754608,1.856581382,1.677640642,2.634443283,0.340629089,2.695431149,0.527529779,R
230,The Chronicles of Riddick ,0.295653952,1.622294742,0.630597335,-0.394865113,0.314071759,0.514239036,0.033781497,PG-13
231,RoboCop ,-0.148842768,1.505151422,0.623738291,2.584782489,0.163847465,2.825167483,0.047299268,PG-13
232,Speed Racer ,-0.237742112,1.973724702,-0.225329906,-0.394865113,-0.500536765,1.138595143,-0.157347265,PG
233,How Do You Know ,-0.948936865,1.973724702,-0.380215277,-0.394865113,-0.495976921,0.198006722,-0.348595615,PG-13
234,Knight and Day ,-0.059943424,1.90343871,0.388636057,0.151403614,0.092192781,1.130486622,0.295642009,PG-13
235,Oblivion ,0.562351984,1.973724702,2.012776265,3.131051216,0.556845844,3.206267963,0.471363191,PG-13
236,Star Wars: Episode III - Revenge of the Sith ,1.095748049,1.809724054,2.913742301,0.101742821,1.6611297,1.746734208,4.532051319,PG-13
237,Star Wars: Episode II - Attack of the Clones ,0.295653952,1.856581382,2.534837825,-0.394865113,1.608415905,1.138595143,3.561819911,PG
238,"Monsters, Inc. ",1.540244769,1.856581382,3.358935026,-0.394865113,0.206539626,0.862905433,3.272255278,G
239,The Wolverine ,0.295653952,1.973724702,1.609593489,2.982068836,0.64458525,2.403524398,1.078278826,PG-13
240,Star Wars: Episode I - The Phantom Menace ,0.117855264,1.856581382,3.012580451,0.250725201,1.344496172,1.430501894,5.846600199,PG
241,The Croods ,0.829050017,2.325154662,0.404513726,0.995637102,1.623247923,0.919665079,1.839754505,PG
243,Windtalkers ,-0.326641457,1.856581382,-0.238090445,-0.394865113,0.208193195,0.068270389,-0.199419565,R
244,The Huntsman: Winter's War ,-0.237742112,1.856581382,-0.361987876,0.399707581,1.795269272,0.708843537,-0.101260193,PG-13
245,Teenage Mutant Ninja Turtles ,-0.415540801,2.090868022,0.516343313,2.684104076,-0.410943356,1.657540478,1.891421945,PG-13
247,Dante's Peak ,-0.504440145,1.880010046,-0.195462503,-0.394865113,-0.467114615,-0.410132342,0.166491854,PG-13
248,Teenage Mutant Ninja Turtles: Out of the Shadows ,-0.059943424,2.325154662,-0.499284212,0.201064408,-0.129535872,0.303417494,0.368423266,PG-13
249,Fantastic Four ,-1.837930306,1.973724702,0.131971976,1.641227415,-0.482547931,1.827819416,0.01254306,PG-13
250,Night at the Museum ,0.02895592,1.739438062,0.974031723,-0.245882732,2.2345676,0.287200452,2.727873771,PG
251,San Andreas ,-0.237742112,1.739438062,0.3833186,2.187496142,0.291974056,1.738625687,1.39381326,PG-13
253,The Patriot ,0.651251328,1.739438062,0.791574352,-0.196221939,0.42907001,0.392611223,0.810291202,R
254,Ocean's Twelve ,0.02895592,1.739438062,1.316114676,-0.394865113,0.424309734,0.441262348,0.980410355,PG-13
255,Mr. & Mrs. Smith ,0.117855264,1.973724702,1.750808309,-0.394865113,0.59282351,0.725060579,1.828189816,PG-13
256,Insurgent ,-0.059943424,1.739438062,0.431698631,0.945976308,0.587812693,0.968316205,1.042653192,PG-13
257,The Aviator ,1.006848705,1.739438062,1.17666555,-0.394865113,1.187106409,1.000750288,0.660804161,PG-13
258,Gulliver's Travels ,-1.304534241,1.78629539,-0.257336516,-0.394865113,-0.48695745,0.327743056,-0.173424361,PG
259,The Green Hornet ,-0.504440145,1.973724702,0.305369975,0.300385995,0.125264174,2.460284044,0.607420497,PG-13
260,The A-Team             ,1.095748049,,-0.445844786,-0.394865113,-0.462805312,-0.929077678,,TV-PG
261,300: Rise of an Empire ,-0.148842768,1.739438062,0.911505762,3.131051216,-0.015439568,1.803493854,0.713232817,R
262,The Smurfs ,-0.771138177,1.739438062,-0.166111226,1.144619482,-0.51105948,0.230440806,1.218587141,PG
